"Name","BankName","EventName"
"sound_buy_card_rare","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_buy_card_rare"
"sound_buy_card_epic","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_buy_card_epic"
"sound_buy_card_legendary","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_buy_card_legendary"
"sound_bomb_tower_die","soundbanks/card_rare_bombtower.bank","event:/Main/Card/Rare/card_rare_bombtower/card_rare_bombtower_die"
"sound_purchase_gems","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_purchase_gems"
"sound_king_level_up","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_king_level_up"
"sound_king_happy","soundbanks/emoji.bank","event:/Main/UI/Emoji/ui_emoji_king_happy"
"sound_king_crying","soundbanks/emoji.bank","event:/Main/UI/Emoji/ui_emoji_king_crying"
"sound_king_congratulate","soundbanks/emoji.bank","event:/Main/UI/Emoji/ui_emoji_king_congratulate"
"sound_king_mad","soundbanks/emoji.bank","event:/Main/UI/Emoji/ui_emoji_king_mad"
"sound_GiantSkeleton_bomb_deploy","soundbanks/card_epic_giant_skeleton.bank","event:/Main/Card/Epic/card_epic_giant_skeleton/card_epic_giant_skeleton_bomb_deploy"
"sound_GiantSkeleton_bomb_die","soundbanks/card_epic_giant_skeleton.bank","event:/Main/Card/Epic/card_epic_giant_skeleton/card_epic_giant_skeleton_bomb_die"
"sound_Balloon_Bomb_deploy","soundbanks/card_epic_balloon.bank","event:/Main/Card/Epic/card_epic_balloon/card_epic_balloon_bomb_deploy"
"sound_Balloon_Bomb_die","soundbanks/card_epic_balloon.bank","event:/Main/Card/Epic/card_epic_balloon/card_epic_balloon_bomb_die"
"sound_extra_time_jingle","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_extra_time_jingle"
"sound_get_crown_1","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_get_crown_1"
"sound_get_crown_2","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_get_crown_2"
"sound_get_crown_3","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_get_crown_3"
"sound_crown_appear_1","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_crown_appear_1"
"sound_crown_appear_2","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_crown_appear_2"
"sound_crown_appear_3","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_crown_appear_3"
"sound_lightning_1","soundbanks/card_epic_lightning.bank","event:/Main/Card/Epic/card_epic_lightning/card_epic_lightning_1"
"sound_poison_spell","soundbanks/card_epic_poison.bank","event:/Main/Card/Epic/card_epic_poison/card_epic_poison_spell"
"sound_get_xp","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_get_xp"
"sound_ice_wizard_deploy","soundbanks/card_legendary_ice_wizard.bank","event:/Main/Card/Legendary/card_legendary_ice_wizard/card_legendary_ice_wizard_deploy"
"sound_ice_wizard_deploy_vo","soundbanks/card_legendary_ice_wizard.bank","event:/Main/Card/Legendary/card_legendary_ice_wizard/card_legendary_ice_wizard_deploy_vo"
"sound_ice_wizard_steps","soundbanks/card_legendary_ice_wizard.bank","event:/Main/Card/Legendary/card_legendary_ice_wizard/card_legendary_ice_wizard_steps"
"sound_ice_wizard_attack_start","soundbanks/card_legendary_ice_wizard.bank","event:/Main/Card/Legendary/card_legendary_ice_wizard/card_legendary_ice_wizard_attack_start"
"sound_ice_wizard_attack_vo","soundbanks/card_legendary_ice_wizard.bank","event:/Main/Card/Legendary/card_legendary_ice_wizard/card_legendary_ice_wizard_attack_vo"
"sound_ice_wizard_projectile_hit","soundbanks/card_legendary_ice_wizard.bank","event:/Main/Card/Legendary/card_legendary_ice_wizard/card_legendary_ice_wizard_projectile_hit"
"sound_ice_wizard_die","soundbanks/card_legendary_ice_wizard.bank","event:/Main/Card/Legendary/card_legendary_ice_wizard/card_legendary_ice_wizard_die"
"sound_xbow_fire_1","soundbanks/card_epic_xbow.bank","event:/Main/Card/Epic/card_epic_xbow/card_epic_xbow_fire_1"
"sound_xbow_deploy","soundbanks/card_epic_xbow.bank","event:/Main/Card/Epic/card_epic_xbow/card_epic_xbow_deploy"
"sound_openChest_loop_legendary","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_openchest_loop_legendary"
"sound_chest_hit_slot","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_chest_hit_slot"
"sound_royal_giant_deploy","soundbanks/card_common_royal_giant.bank","event:/Main/Card/Common/card_common_royal_giant/card_common_royal_giant_deploy"
"sound_royal_giant_evo_deploy","soundbanks/card_evolution_royal_giant.bank","event:/Main/Card/Evolution/card_evolution_royal_giant/card_evolution_royal_giant_deploy"
"sound_royal_giant_deploy_enemy","soundbanks/card_common_royal_giant.bank","event:/Main/Card/Common/card_common_royal_giant/card_common_royal_giant_deploy_enemy"
"sound_royal_giant_steps","soundbanks/card_common_royal_giant.bank","event:/Main/Card/Common/card_common_royal_giant/card_common_royal_giant_steps"
"sound_royal_giant_attack_start","soundbanks/card_common_royal_giant.bank","event:/Main/Card/Common/card_common_royal_giant/card_common_royal_giant_attack_start"
"sound_royal_giant_projectile_fx","soundbanks/card_common_royal_giant.bank","event:/Main/Card/Common/card_common_royal_giant/card_common_royal_giant_projectile_fx"
"sound_evo_royal_giant_projectile_fx","soundbanks/card_evolution_royal_giant.bank","event:/Main/Card/Evolution/card_evolution_royal_giant/card_evolution_royal_giant_projectile_fx"
"sound_royal_giant_projectile_hit","soundbanks/card_common_royal_giant.bank","event:/Main/Card/Common/card_common_royal_giant/card_common_royal_giant_projectile_hit"
"sound_royal_giant_die","soundbanks/card_common_royal_giant.bank","event:/Main/Card/Common/card_common_royal_giant/card_common_royal_giant_die"
"sound_royal_giant_die_enemy","soundbanks/card_common_royal_giant.bank","event:/Main/Card/Common/card_common_royal_giant/card_common_royal_giant_die_enemy"
"sound_princess_deploy","soundbanks/card_legendary_princess.bank","event:/Main/Card/Legendary/card_legendary_princess/card_legendary_princess_deploy"
"sound_princess_deploy_vo","soundbanks/card_legendary_princess.bank","event:/Main/Card/Legendary/card_legendary_princess/card_legendary_princess_deploy_vo"
"sound_princess_steps","soundbanks/card_legendary_princess.bank","event:/Main/Card/Legendary/card_legendary_princess/card_legendary_princess_steps"
"sound_princess_attack","soundbanks/card_legendary_princess.bank","event:/Main/Card/Legendary/card_legendary_princess/card_legendary_princess_attack"
"sound_princess_atk_vo","soundbanks/card_legendary_princess.bank","event:/Main/Card/Legendary/card_legendary_princess/card_legendary_princess_atk_vo"
"sound_princess_hit_vo","soundbanks/card_legendary_princess.bank","event:/Main/Card/Legendary/card_legendary_princess/card_legendary_princess_hit_vo"
"sound_princess_attack_start","soundbanks/card_legendary_princess.bank","event:/Main/Card/Legendary/card_legendary_princess/card_legendary_princess_attack_start"
"sound_princess_die","soundbanks/card_legendary_princess.bank","event:/Main/Card/Legendary/card_legendary_princess/card_legendary_princess_die"
"sound_PrincessArrowHitGround","soundbanks/card_legendary_princess.bank","event:/Main/Card/Legendary/card_legendary_princess/card_legendary_princess_arrow_hit_ground"
"sound_dark_prince_deploy","soundbanks/card_epic_dark_prince.bank","event:/Main/Card/Epic/card_epic_dark_prince/card_epic_dark_prince_deploy"
"sound_dark_prince_deploy_vo","soundbanks/card_epic_dark_prince.bank","event:/Main/Card/Epic/card_epic_dark_prince/card_epic_dark_prince_deploy_vo"
"sound_dark_prince_death","soundbanks/card_epic_dark_prince.bank","event:/Main/Card/Epic/card_epic_dark_prince/card_epic_dark_prince_death"
"sound_dark_prince_deploy_end","soundbanks/card_epic_dark_prince.bank","event:/Main/Card/Epic/card_epic_dark_prince/card_epic_dark_prince_deploy_end"
"sound_dark_prince_steps","soundbanks/card_epic_dark_prince.bank","event:/Main/Card/Epic/card_epic_dark_prince/card_epic_dark_prince_steps"
"sound_dark_prince_charge_jing","soundbanks/card_epic_dark_prince.bank","event:/Main/Card/Epic/card_epic_dark_prince/card_epic_dark_prince_charge_jing"
"sound_dark_prince_charge","soundbanks/card_epic_dark_prince.bank","event:/Main/Card/Epic/card_epic_dark_prince/card_epic_dark_prince_charge"
"sound_dark_prince_charge_hit","soundbanks/card_epic_dark_prince.bank","event:/Main/Card/Epic/card_epic_dark_prince/card_epic_dark_prince_charge_hit"
"sound_dark_prince_attack_start","soundbanks/card_epic_dark_prince.bank","event:/Main/Card/Epic/card_epic_dark_prince/card_epic_dark_prince_attack_start"
"sound_dark_prince_attack_start_vo","soundbanks/card_epic_dark_prince.bank","event:/Main/Card/Epic/card_epic_dark_prince/card_epic_dark_prince_attack_start_vo"
"sound_dark_prince_hit","soundbanks/card_epic_dark_prince.bank","event:/Main/Card/Epic/card_epic_dark_prince/card_epic_dark_prince_hit"
"sound_GuardShieldDown","soundbanks/card_epic_dark_prince.bank","event:/Main/Card/Epic/card_epic_dark_prince/card_epic_dark_prince_guardshield_down"
"sound_GuardShieldDown_vo","soundbanks/card_epic_dark_prince.bank","event:/Main/Card/Epic/card_epic_dark_prince/card_epic_dark_prince_guardshield_down_vo"
"sound_miner_deploy","soundbanks/card_legendary_miner.bank","event:/Main/Card/Legendary/card_legendary_miner/card_legendary_miner_deploy"
"sound_miner_deploy_up","soundbanks/card_legendary_miner.bank","event:/Main/Card/Legendary/card_legendary_miner/card_legendary_miner_deploy_up"
"sound_miner_deploy_vo","soundbanks/card_legendary_miner.bank","event:/Main/Card/Legendary/card_legendary_miner/card_legendary_miner_deploy_vo"
"sound_miner_steps","soundbanks/card_legendary_miner.bank","event:/Main/Card/Legendary/card_legendary_miner/card_legendary_miner_steps"
"sound_miner_attack_start","soundbanks/card_legendary_miner.bank","event:/Main/Card/Legendary/card_legendary_miner/card_legendary_miner_attack_start"
"sound_miner_attack_start_vo","soundbanks/card_legendary_miner.bank","event:/Main/Card/Legendary/card_legendary_miner/card_legendary_miner_attack_start_vo"
"sound_miner_hit","soundbanks/card_legendary_miner.bank","event:/Main/Card/Legendary/card_legendary_miner/card_legendary_miner_hit"
"sound_miner_die","soundbanks/card_legendary_miner.bank","event:/Main/Card/Legendary/card_legendary_miner/card_legendary_miner_die"
"sound_miner_travel_effect","soundbanks/card_legendary_miner.bank","event:/Main/Card/Legendary/card_legendary_miner/card_legendary_miner_travel_effect"
"sound_skeleton_warrior_deploy","soundbanks/card_epic_skeleton_warrior.bank","event:/Main/Card/Epic/card_epic_skeleton_warrior/card_epic_skeleton_warrior_deploy"
"sound_skeleton_warrior_steps","soundbanks/card_epic_skeleton_warrior.bank","event:/Main/Card/Epic/card_epic_skeleton_warrior/card_epic_skeleton_warrior_steps"
"sound_skeleton_warrior_attack_start","soundbanks/card_epic_skeleton_warrior.bank","event:/Main/Card/Epic/card_epic_skeleton_warrior/card_epic_skeleton_warrior_attack_start"
"sound_skeleton_warrior_hit","soundbanks/card_epic_skeleton_warrior.bank","event:/Main/Card/Epic/card_epic_skeleton_warrior/card_epic_skeleton_warrior_hit"
"sound_skeleton_warrior_die","soundbanks/card_epic_skeleton_warrior.bank","event:/Main/Card/Epic/card_epic_skeleton_warrior/card_epic_skeleton_warrior_die"
"sound_skeleton_warrior_lose_shield","soundbanks/card_epic_skeleton_warrior.bank","event:/Main/Card/Epic/card_epic_skeleton_warrior/card_epic_skeleton_warrior_lose_shield"
"sound_firespirit_attack","soundbanks/card_common_fire_spirit.bank","event:/Main/Card/Common/card_common_fire_spirit/card_common_fire_spirit_attack"
"sound_firespirit_die","soundbanks/card_common_fire_spirit.bank","event:/Main/Card/Common/card_common_fire_spirit/card_common_fire_spirit_die"
"sound_firespirit_steps_sfx","soundbanks/card_common_fire_spirit.bank","event:/Main/Card/Common/card_common_fire_spirit/card_common_fire_spirit_steps_sfx"
"sound_firespirit_steps","soundbanks/card_common_fire_spirit.bank","event:/Main/Card/Common/card_common_fire_spirit/card_common_fire_spirit_steps"
"sound_firespirit_deploy","soundbanks/card_common_fire_spirit.bank","event:/Main/Card/Common/card_common_fire_spirit/card_common_fire_spirit_deploy"
"sound_firespirit_projectile_hit","soundbanks/card_common_fire_spirit.bank","event:/Main/Card/Common/card_common_fire_spirit/card_common_fire_spirit_projectile_hit"
"sound_firespirit_building_spawn","soundbanks/card_common_fire_spirit.bank","event:/Main/Card/Common/card_common_fire_spirit/card_common_fire_spirit_building_spawn"
"sound_lava_hound_deploy","soundbanks/card_legendary_lava_hound.bank","event:/Main/Card/Legendary/card_legendary_lava_hound/card_legendary_lava_hound_deploy"
"sound_lava_hound_deploy_end","soundbanks/card_legendary_lava_hound.bank","event:/Main/Card/Legendary/card_legendary_lava_hound/card_legendary_lava_hound_deploy_end"
"sound_lava_hound_steps","soundbanks/card_legendary_lava_hound.bank","event:/Main/Card/Legendary/card_legendary_lava_hound/card_legendary_lava_hound_steps"
"sound_lava_hound_start","soundbanks/card_legendary_lava_hound.bank","event:/Main/Card/Legendary/card_legendary_lava_hound/card_legendary_lava_hound_start"
"sound_lava_hound_die","soundbanks/card_legendary_lava_hound.bank","event:/Main/Card/Legendary/card_legendary_lava_hound/card_legendary_lava_hound_die"
"sound_lava_hound_projectile_hit","soundbanks/card_legendary_lava_hound.bank","event:/Main/Card/Legendary/card_legendary_lava_hound/card_legendary_lava_hound_projectile_hit"
"sound_lava_pups_deploy","soundbanks/card_legendary_lava_hound.bank","event:/Main/Card/Legendary/card_legendary_lava_hound/card_legendary_lava_hound_pups_deploy"
"sound_lava_pups_deploy_end","soundbanks/card_legendary_lava_hound.bank","event:/Main/Card/Legendary/card_legendary_lava_hound/card_legendary_lava_hound_pups_deploy_end"
"sound_lava_pups_steps","soundbanks/card_legendary_lava_hound.bank","event:/Main/Card/Legendary/card_legendary_lava_hound/card_legendary_lava_hound_pups_steps"
"sound_lava_pups_start","soundbanks/card_legendary_lava_hound.bank","event:/Main/Card/Legendary/card_legendary_lava_hound/card_legendary_lava_hound_pups_start"
"sound_lava_pups_die","soundbanks/card_legendary_lava_hound.bank","event:/Main/Card/Legendary/card_legendary_lava_hound/card_legendary_lava_hound_pups_die"
"sound_lava_pups_projectile_hit","soundbanks/card_legendary_lava_hound.bank","event:/Main/Card/Legendary/card_legendary_lava_hound/card_legendary_lava_hound_pups_projectile_hit"
"sound_spectate_cheer_self_red","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_spectate_cheer_self_red"
"sound_spectate_cheer_self_blue","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_spectate_cheer_self_blue"
"sound_spectate_cheer_others_red","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_spectate_cheer_others_red"
"sound_spectate_cheer_others_blue","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_spectate_cheer_others_blue"
"sound_zapmachine_deploy","soundbanks/card_legendary_zapmachine.bank","event:/Main/Card/Legendary/card_legendary_zapmachine/card_legendary_zapmachine_deploy"
"sound_zapmachine_deploy_end","soundbanks/card_legendary_zapmachine.bank","event:/Main/Card/Legendary/card_legendary_zapmachine/card_legendary_zapmachine_deploy_end"
"sound_zapmachine_deploy_enemy","soundbanks/card_legendary_zapmachine.bank","event:/Main/Card/Legendary/card_legendary_zapmachine/card_legendary_zapmachine_deploy_enemy"
"sound_zapmachine_deploy_end_enemy","soundbanks/card_legendary_zapmachine.bank","event:/Main/Card/Legendary/card_legendary_zapmachine/card_legendary_zapmachine_deploy_end_enemy"
"sound_zapmachine_steps","soundbanks/card_legendary_zapmachine.bank","event:/Main/Card/Legendary/card_legendary_zapmachine/card_legendary_zapmachine_steps"
"sound_zapmachine_load_weapon","soundbanks/card_legendary_zapmachine.bank","event:/Main/Card/Legendary/card_legendary_zapmachine/card_legendary_zapmachine_load_weapon"
"sound_zapmachine_load_1","soundbanks/card_legendary_zapmachine.bank","event:/Main/Card/Legendary/card_legendary_zapmachine/card_legendary_zapmachine_load_1"
"sound_zapmachine_load_2","soundbanks/card_legendary_zapmachine.bank","event:/Main/Card/Legendary/card_legendary_zapmachine/card_legendary_zapmachine_load_2"
"sound_zapmachine_load_3","soundbanks/card_legendary_zapmachine.bank","event:/Main/Card/Legendary/card_legendary_zapmachine/card_legendary_zapmachine_load_3"
"sound_zapmachine_attack","soundbanks/card_legendary_zapmachine.bank","event:/Main/Card/Legendary/card_legendary_zapmachine/card_legendary_zapmachine_attack"
"sound_zapmachine_projectile_hit","soundbanks/card_legendary_zapmachine.bank","event:/Main/Card/Legendary/card_legendary_zapmachine/card_legendary_zapmachine_projectile_hit"
"sound_zapmachine_die","soundbanks/card_legendary_zapmachine.bank","event:/Main/Card/Legendary/card_legendary_zapmachine/card_legendary_zapmachine_die"
"sound_zapmachine_die_enemy","soundbanks/card_legendary_zapmachine.bank","event:/Main/Card/Legendary/card_legendary_zapmachine/card_legendary_zapmachine_die_enemy"
"sound_bowler_deploy","soundbanks/card_epic_bowler.bank","event:/Main/Card/Epic/card_epic_bowler/card_epic_bowler_deploy"
"sound_bowler_steps","soundbanks/card_epic_bowler.bank","event:/Main/Card/Epic/card_epic_bowler/card_epic_bowler_steps"
"sound_bowler_steps_vo","soundbanks/card_epic_bowler.bank","event:/Main/Card/Epic/card_epic_bowler/card_epic_bowler_steps_vo"
"sound_bowler_attack_start","soundbanks/card_epic_bowler.bank","event:/Main/Card/Epic/card_epic_bowler/card_epic_bowler_attack_start"
"sound_bowler_hit","soundbanks/card_epic_bowler.bank","event:/Main/Card/Epic/card_epic_bowler/card_epic_bowler_hit"
"sound_bowler_die","soundbanks/card_epic_bowler.bank","event:/Main/Card/Epic/card_epic_bowler/card_epic_bowler_die"
"sound_log_deploy","soundbanks/card_legendary_log.bank","event:/Main/Card/Legendary/card_legendary_log/card_legendary_log_deploy"
"sound_log_hit","soundbanks/card_legendary_log.bank","event:/Main/Card/Legendary/card_legendary_log/card_legendary_log_hit"
"sound_log_roll","soundbanks/card_legendary_log.bank","event:/Main/Card/Legendary/card_legendary_log/card_legendary_log_roll"
"sound_log_vocal","soundbanks/card_legendary_log.bank","event:/Main/Card/Legendary/card_legendary_log/card_legendary_log_vocal"
"sound_icespirit_deploy","soundbanks/card_common_ice_spirit.bank","event:/Main/Card/Common/card_common_ice_spirit/card_common_ice_spirit_deploy"
"sound_icespirit_steps_sfx","soundbanks/card_common_ice_spirit.bank","event:/Main/Card/Common/card_common_ice_spirit/card_common_ice_spirit_steps_sfx"
"sound_icespirit_steps","soundbanks/card_common_ice_spirit.bank","event:/Main/Card/Common/card_common_ice_spirit/card_common_ice_spirit_steps"
"sound_icespirit_attack","soundbanks/card_common_ice_spirit.bank","event:/Main/Card/Common/card_common_ice_spirit/card_common_ice_spirit_attack"
"sound_icespirit_projectile_hit","soundbanks/card_common_ice_spirit.bank","event:/Main/Card/Common/card_common_ice_spirit/card_common_ice_spirit_projectile_hit"
"sound_icespirit_die","soundbanks/card_common_ice_spirit.bank","event:/Main/Card/Common/card_common_ice_spirit/card_common_ice_spirit_die"
"Tournament_win","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_tournament_win"
"Tournament_loss","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_tournament_loss"
"sound_royal_minion_deploy","soundbanks/card_rare_megaminion.bank","event:/Main/Card/Rare/card_rare_megaminion/card_rare_megaminion_deploy"
"sound_royal_minion_steps","soundbanks/card_rare_megaminion.bank","event:/Main/Card/Rare/card_rare_megaminion/card_rare_megaminion_steps"
"sound_royal_minion_attack_start","soundbanks/card_rare_megaminion.bank","event:/Main/Card/Rare/card_rare_megaminion/card_rare_megaminion_attack_start"
"sound_royal_minion_attack","soundbanks/card_rare_megaminion.bank","event:/Main/Card/Rare/card_rare_megaminion/card_rare_megaminion_attack"
"sound_royal_minion_die","soundbanks/card_rare_megaminion.bank","event:/Main/Card/Rare/card_rare_megaminion/card_rare_megaminion_die"
"sound_inferno_dragon_deploy","soundbanks/card_legendary_inferno_dragon.bank","event:/Main/Card/Legendary/card_legendary_inferno_dragon/card_legendary_inferno_dragon_deploy"
"sound_inferno_dragon_deploy_end","soundbanks/card_legendary_inferno_dragon.bank","event:/Main/Card/Legendary/card_legendary_inferno_dragon/card_legendary_inferno_dragon_deploy_end"
"sound_inferno_dragon_steps","soundbanks/card_legendary_inferno_dragon.bank","event:/Main/Card/Legendary/card_legendary_inferno_dragon/card_legendary_inferno_dragon_steps"
"sound_inferno_dragon_attack_start","soundbanks/card_legendary_inferno_dragon.bank","event:/Main/Card/Legendary/card_legendary_inferno_dragon/card_legendary_inferno_dragon_attack_start"
"sound_inferno_dragon_attack","soundbanks/card_legendary_inferno_dragon.bank","event:/Main/Card/Legendary/card_legendary_inferno_dragon/card_legendary_inferno_dragon_attack"
"sound_inferno_dragon_beam_lvl1","soundbanks/card_legendary_inferno_dragon.bank","event:/Main/Card/Legendary/card_legendary_inferno_dragon/card_legendary_inferno_dragon_beam_lvl1"
"sound_inferno_dragon_beam_lvl2","soundbanks/card_legendary_inferno_dragon.bank","event:/Main/Card/Legendary/card_legendary_inferno_dragon/card_legendary_inferno_dragon_beam_lvl2"
"sound_inferno_dragon_beam_lvl3","soundbanks/card_legendary_inferno_dragon.bank","event:/Main/Card/Legendary/card_legendary_inferno_dragon/card_legendary_inferno_dragon_beam_lvl3"
"sound_inferno_dragon_die","soundbanks/card_legendary_inferno_dragon.bank","event:/Main/Card/Legendary/card_legendary_inferno_dragon/card_legendary_inferno_dragon_die"
"sound_graveyard_deploy","soundbanks/card_legendary_graveyard.bank","event:/Main/Card/Legendary/card_legendary_graveyard/card_legendary_graveyard_deploy"
"sound_snowman_deploy","soundbanks/card_rare_ice_golem.bank","event:/Main/Card/Rare/card_rare_ice_golem/card_rare_ice_golem_deploy"
"sound_snowman_deploy_end","soundbanks/card_rare_ice_golem.bank","event:/Main/Card/Rare/card_rare_ice_golem/card_rare_ice_golem_deploy_end"
"sound_snowman_steps","soundbanks/card_rare_ice_golem.bank","event:/Main/Card/Rare/card_rare_ice_golem/card_rare_ice_golem_steps"
"sound_snowman_attack_start","soundbanks/card_rare_ice_golem.bank","event:/Main/Card/Rare/card_rare_ice_golem/card_rare_ice_golem_attack_start"
"sound_snowman_attack","soundbanks/card_rare_ice_golem.bank","event:/Main/Card/Rare/card_rare_ice_golem/card_rare_ice_golem_attack"
"sound_snowman_hit","soundbanks/card_rare_ice_golem.bank","event:/Main/Card/Rare/card_rare_ice_golem/card_rare_ice_golem_hit"
"sound_snowman_die","soundbanks/card_rare_ice_golem.bank","event:/Main/Card/Rare/card_rare_ice_golem/card_rare_ice_golem_die"
"sound_electro_wizard_deploy","soundbanks/card_legendary_electro_wizard.bank","event:/Main/Card/Legendary/card_legendary_electro_wizard/card_legendary_electro_wizard_deploy"
"sound_electro_wizard_deploy_vo","soundbanks/card_legendary_electro_wizard.bank","event:/Main/Card/Legendary/card_legendary_electro_wizard/card_legendary_electro_wizard_deploy_vo"
"sound_electro_wizard_steps","soundbanks/card_legendary_electro_wizard.bank","event:/Main/Card/Legendary/card_legendary_electro_wizard/card_legendary_electro_wizard_steps"
"sound_electro_wizard_attack_start","soundbanks/card_legendary_electro_wizard.bank","event:/Main/Card/Legendary/card_legendary_electro_wizard/card_legendary_electro_wizard_attack_start"
"sound_electro_wizard_attack_vo","soundbanks/card_legendary_electro_wizard.bank","event:/Main/Card/Legendary/card_legendary_electro_wizard/card_legendary_electro_wizard_attack_vo"
"sound_electro_wizard_beam","soundbanks/card_legendary_electro_wizard.bank","event:/Main/Card/Legendary/card_legendary_electro_wizard/card_legendary_electro_wizard_beam"
"sound_electro_wizard_hit","soundbanks/card_legendary_electro_wizard.bank","event:/Main/Card/Legendary/card_legendary_electro_wizard/card_legendary_electro_wizard_hit"
"sound_electro_wizard_die","soundbanks/card_legendary_electro_wizard.bank","event:/Main/Card/Legendary/card_legendary_electro_wizard/card_legendary_electro_wizard_die"
"sound_tornado","soundbanks/card_epic_tornado.bank","event:/Main/Card/Epic/card_epic_tornado/card_epic_tornado_spell"
"sound_clone_spell","soundbanks/card_epic_clone.bank","event:/Main/Card/Epic/card_epic_clone/card_epic_clone_spell"
"sound_angry_barbarian_deploy","soundbanks/card_common_angry_barbarian.bank","event:/Main/Card/Common/card_common_angry_barbarian/card_common_angry_barbarian_deploy"
"sound_blowdart_goblin_atk_start","soundbanks/card_rare_blowdart_goblin.bank","event:/Main/Card/Rare/card_rare_blowdart_goblin/card_rare_blowdart_goblin_atk_start"
"sound_blowdart_gob_jump","soundbanks/card_rare_blowdart_goblin.bank","event:/Main/Card/Rare/card_rare_blowdart_goblin/card_rare_blowdart_goblin_jump"
"sound_blowdart_gob_steps","soundbanks/card_rare_blowdart_goblin.bank","event:/Main/Card/Rare/card_rare_blowdart_goblin/card_rare_blowdart_goblin_steps"
"sound_blowdart_goblin_deploy","soundbanks/card_rare_blowdart_goblin.bank","event:/Main/Card/Rare/card_rare_blowdart_goblin/card_rare_blowdart_goblin_deploy"
"sound_blowdart_hit","soundbanks/card_rare_blowdart_goblin.bank","event:/Main/Card/Rare/card_rare_blowdart_goblin/card_rare_blowdart_goblin_hit"
"tcc_sound_cards_appear","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_tcc_sound_cards_appear"
"tcc_sound_select_card","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_tcc_sound_select_card"
"tcc_card_fly_away","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_tcc_card_fly_away"
"tcc_card_fly_away_2","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_tcc_card_fly_away_2"
"tcc_count_down","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_tcc_count_down"
"tcc_hidden_card_appear","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_tcc_hidden_card_appear"
"sound_battleram_deploy","soundbanks/card_rare_battleram.bank","event:/Main/Card/Rare/card_rare_battleram/card_rare_battleram_deploy"
"sound_battleram_charge","soundbanks/card_rare_battleram.bank","event:/Main/Card/Rare/card_rare_battleram/card_rare_battleram_charge"
"sound_battle_ram_hit","soundbanks/card_rare_battleram.bank","event:/Main/Card/Rare/card_rare_battleram/card_rare_battleram_hit"
"sound_get_chest_show_cards","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_get_chest_show_cards"
"sound_count_gold","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_count_gold"
"sound_count_gems","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_count_gems"
"sound_count_cards","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_count_cards"
"sound_end_show_cards","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_end_show_cards"
