"Name","TID","DescriptionTID","Type","IsEnabled","OwnedByDefault","AssetScFile","AssetExportName","UsedInBox","IsAnimated"
"Chronos105","TID_BATTLEBANNER_NAME_SHARING_IS_CARING","TID_BATTLEBANNER_DESC_SHARING_IS_CARING","Foreground","TRUE","FALSE","sc/ChibiHogRiderSantaGiftFG_dl.sc","banner_fg",,
"Chronos106","TID_BATTLEBANNER_NAME_CLASHMAS_PRESENTS","TID_BATTLEBANNER_DESC_CLASHMAS_PRESENTS","Background","TRUE","FALSE","sc/ChibiHogRiderSantaGiftBG_dl.sc","banner_bg",,
"Chronos107","TID_BATTLEBANNER_NAME_SLEIGH_RIDER","TID_BATTLEBANNER_DESC_SLEIGH_RIDER","Foreground","TRUE","FALSE","sc/ChibiHogRiderSantaSledFG_dl.sc","banner_fg",,
"Chronos108","TID_BATTLEBANNER_NAME_SNOWY_SCENE","TID_BATTLEBANNER_DESC_SNOWY_SCENE","Background","TRUE","FALSE","sc/ChibiHogRiderSantaSledBG_dl.sc","banner_bg",,
"Chronos109","TID_BATTLEBANNER_NAME_SANTA_HOG_RIDER","TID_BATTLEBANNER_DESC_SANTA_HOG_RIDER","Foreground","TRUE","FALSE","sc/ClashmasHogSantFG_dl.sc","banner_fg",,
"Chronos110","TID_BATTLEBANNER_NAME_WONDERFUL_WORKSHOP","TID_BATTLEBANNER_DESC_WONDERFUL_WORKSHOP","Background","TRUE","FALSE","sc/ClashmasHogSantBG_dl.sc","banner_bg",,
"Chronos111","TID_BATTLEBANNER_NAME_GOBBLIN'_GOBLIN","TID_BATTLEBANNER_DESC_GOBBLIN'_GOBLIN","Foreground","TRUE","FALSE","sc/ClashmasGoblinFG_dl.sc","banner_fg",,
"Chronos112","TID_BATTLEBANNER_NAME_CLASHMAS_CONVEYOR","TID_BATTLEBANNER_DESC_CLASHMAS_CONVEYOR","Background","TRUE","FALSE","sc/ClashmasGoblinBG_dl.sc","banner_bg",,
"Chronos113","TID_BATTLEBANNER_NAME_GOLEM_SENTRY","TID_BATTLEBANNER_DESC_GOLEM_SENTRY","Foreground","TRUE","FALSE","sc/DarkGolemFG_dl.sc","banner_fg",,
"Chronos114","TID_BATTLEBANNER_NAME_FOGGY_FOREST","TID_BATTLEBANNER_DESC_FOGGY_FOREST","Background","TRUE","FALSE","sc/DarkGolemBG_dl.sc","banner_bg",,
"Chronos115","TID_BATTLEBANNER_NAME_ICE_BUDDIES","TID_BATTLEBANNER_DESC_ICE_BUDDIES","Foreground","TRUE","FALSE","sc/GolemBrettoFG_dl.sc","banner_fg",,
"Chronos116","TID_BATTLEBANNER_NAME_AMAZING_AURORA","TID_BATTLEBANNER_DESC_AMAZING_AURORA","Background","TRUE","FALSE","sc/GolemBrettoBG_dl.sc","banner_bg",,
"Chronos117","TID_BATTLEBANNER_NAME_LOLLY_GOLEM","TID_BATTLEBANNER_DESC_LOLLY_GOLEM","Foreground","TRUE","FALSE","sc/IceStickGolemFG_dl.sc","banner_fg",,
"Chronos118","TID_BATTLEBANNER_NAME_DELICIOUS_DESIGN","TID_BATTLEBANNER_DESC_DELICIOUS_DESIGN","Background","TRUE","FALSE","sc/IceStickGolemBG_dl.sc","banner_bg",,
"Chronos119","TID_BATTLEBANNER_NAME_HUNTER_BADGE","TID_BATTLEBANNER_DESC_HUNTER_BADGE","Foreground","TRUE","FALSE","sc/EyeSpiFG_dl.sc","banner_fg",,
"Chronos120","TID_BATTLEBANNER_NAME_TREE-MENDOUS","TID_BATTLEBANNER_DESC_TREE-MENDOUS","Background","TRUE","FALSE","sc/EyeSpiBG_dl.sc","banner_bg",,
"Chronos121","TID_BATTLEBANNER_NAME_NAP_BREAK","TID_BATTLEBANNER_DESC_NAP_BREAK","Foreground","TRUE","FALSE","sc/DreamyMinerFG_dl.sc","banner_fg",,
"Chronos122","TID_BATTLEBANNER_NAME_GEMS_GALORE","TID_BATTLEBANNER_DESC_GEMS_GALORE","Background","TRUE","FALSE","sc/DreamyMinerBG_dl.sc","banner_bg",,
"Chronos123","TID_BATTLEBANNER_NAME_PANCAKED","TID_BATTLEBANNER_DESC_PANCAKED","Foreground","TRUE","FALSE","sc/PekkaPancakeFG_dl.sc","banner_fg",,
"Chronos124","TID_BATTLEBANNER_NAME_PANCAKES!","TID_BATTLEBANNER_DESC_PANCAKES!","Background","TRUE","FALSE","sc/PekkaPancakeBG_dl.sc","banner_bg",,
"Chronos125","TID_BATTLEBANNER_NAME_DARK_PRINCE","TID_BATTLEBANNER_DESC_DARK_PRINCE","Foreground","TRUE","FALSE","sc/DarkPrinceFG_dl.sc","banner_fg",,
"Chronos126","TID_BATTLEBANNER_NAME_CREST_COLLAGE","TID_BATTLEBANNER_DESC_CREST_COLLAGE","Background","TRUE","FALSE","sc/DarkPrinceBG_dl.sc","banner_bg",,
"Chronos127","TID_BATTLEBANNER_NAME_BATTLE_HEALER","TID_BATTLEBANNER_DESC_BATTLE_HEALER","Foreground","TRUE","FALSE","sc/HealerFG_dl.sc","banner_fg",,
"Chronos128","TID_BATTLEBANNER_NAME_BLUE_STARS","TID_BATTLEBANNER_DESC_BLUE_STARS","Background","TRUE","FALSE","sc/HealerBG_dl.sc","banner_bg",,
"Chronos129","TID_BATTLEBANNER_NAME_GOBLIN_DRUMMER","TID_BATTLEBANNER_DESC_GOBLIN_DRUMMER","Foreground","TRUE","FALSE","sc/FolkBandPlayFG_dl.sc","banner_fg",,
"Chronos130","TID_BATTLEBANNER_NAME_RED_VS_BLUE","TID_BATTLEBANNER_DESC_RED_VS_BLUE","Background","TRUE","FALSE","sc/FolkBandPlayBG_dl.sc","banner_bg",,
"Chronos131","TID_BATTLEBANNER_NAME_RIDERS","TID_BATTLEBANNER_DESC_RIDERS","Foreground","TRUE","FALSE","sc/LionMaskDancelFG_dl.sc","banner_fg",,
"Chronos132","TID_BATTLEBANNER_NAME_TRANQUIL_TREE","TID_BATTLEBANNER_DESC_TRANQUIL_TREE","Background","TRUE","FALSE","sc/LionMaskDancelBG_dl.sc","banner_bg",,
"Chronos133","TID_BATTLEBANNER_NAME_DANCING_WITCH","TID_BATTLEBANNER_DESC_DANCING_WITCH","Foreground","TRUE","FALSE","sc/MonkDanceFG_dl.sc","banner_fg",,
"Chronos134","TID_BATTLEBANNER_NAME_MUSIC_MAKERS","TID_BATTLEBANNER_DESC_MUSIC_MAKERS","Background","TRUE","FALSE","sc/MonkDanceBG_dl.sc","banner_bg",,
"Chronos135","TID_BATTLEBANNER_NAME_KING_AND_DRAGON","TID_BATTLEBANNER_DESC_KING_AND_DRAGON","Foreground","TRUE","FALSE","sc/SunMoon5HillsFG_dl.sc","banner_fg",,
"Chronos136","TID_BATTLEBANNER_NAME_MOUNTAIN_SKIES","TID_BATTLEBANNER_DESC_MOUNTAIN_SKIES","Background","TRUE","FALSE","sc/SunMoon5HillsBG_dl.sc","banner_bg",,
"Chronos137","TID_BATTLEBANNER_NAME_SLAM_DUNK","TID_BATTLEBANNER_DESC_SLAM_DUNK","Foreground","TRUE","FALSE","sc/ChibiIceGolemJumpFG_dl.sc","banner_fg",,
"Chronos138","TID_BATTLEBANNER_NAME_CRYSTALLINE","TID_BATTLEBANNER_DESC_CRYSTALLINE","Background","TRUE","FALSE","sc/ChibiIceGolemJumpBG_dl.sc","banner_bg",,
"Chronos139","TID_BATTLEBANNER_NAME_SNOWY_GREETING","TID_BATTLEBANNER_DESC_SNOWY_GREETING","Foreground","TRUE","FALSE","sc/ChibiIceGolemSnowflakeFG_dl.sc","banner_fg",,
"Chronos140","TID_BATTLEBANNER_NAME_SNOW_SCENE","TID_BATTLEBANNER_DESC_SNOW_SCENE","Background","TRUE","FALSE","sc/ChibiIceGolemSnowflakeBG_dl.sc","banner_bg",,
"Chronos141","TID_BATTLEBANNER_NAME_BUNNY_BARRAGE!","TID_BATTLEBANNER_DESC_BUNNY_BARRAGE!","Foreground","TRUE","FALSE","sc/RabbitCannonFG_dl.sc","banner_fg",,
"Chronos142","TID_BATTLEBANNER_NAME_BUNNIES_EVERYWHERE!","TID_BATTLEBANNER_DESC_BUNNIES_EVERYWHERE!","Background","TRUE","FALSE","sc/RabbitCannonBG_dl.sc","banner_bg",,
"Chronos143","TID_BATTLEBANNER_NAME_IMPOSTOR","TID_BATTLEBANNER_DESC_IMPOSTOR","Foreground","TRUE","FALSE","sc/RabbitsGobelinFG_dl.sc","banner_fg",,
"Chronos144","TID_BATTLEBANNER_NAME_GOOFY_GOBLINS","TID_BATTLEBANNER_DESC_GOOFY_GOBLINS","Background","TRUE","FALSE","sc/RabbitsGobelinBG_dl.sc","banner_bg",,
"Chronos145","TID_BATTLEBANNER_NAME_ICY_BREATH","TID_BATTLEBANNER_DESC_ICY_BREATH","Foreground","TRUE","FALSE","sc/IceWizardFG_dl.sc","banner_fg",,
"Chronos146","TID_BATTLEBANNER_NAME_SUN_&_SNOW","TID_BATTLEBANNER_DESC_SUN_&_SNOW","Background","TRUE","FALSE","sc/IceWizardBG_dl.sc","banner_bg",,
"Chronos147","TID_BATTLEBANNER_NAME_MAGIC_TRICK","TID_BATTLEBANNER_DESC_MAGIC_TRICK","Foreground","TRUE","FALSE","sc/LnyWizardRabbitFG_dl.sc","banner_fg",,
"Chronos148","TID_BATTLEBANNER_NAME_CELEBRATION_ROAD","TID_BATTLEBANNER_DESC_CELEBRATION_ROAD","Background","TRUE","FALSE","sc/LnyWizardRabbitBG_dl.sc","banner_bg",,
"Chronos149","TID_BATTLEBANNER_NAME_BATTLE_DRAGON","TID_BATTLEBANNER_DESC_BATTLE_DRAGON","Foreground","TRUE","FALSE","sc/LnyBattleRamFG_dl.sc","banner_fg",,
"Chronos150","TID_BATTLEBANNER_NAME_SETTING_SUN","TID_BATTLEBANNER_DESC_SETTING_SUN","Background","TRUE","FALSE","sc/LnyBattleRamBG_dl.sc","banner_bg",,
"Chronos151","TID_BATTLEBANNER_NAME_LOVE_BOMBER","TID_BATTLEBANNER_DESC_LOVE_BOMBER","Foreground","TRUE","FALSE","sc/LoveBombFG_dl.sc","banner_fg",,
"Chronos152","TID_BATTLEBANNER_NAME_FLOATING_HEARTS","TID_BATTLEBANNER_DESC_FLOATING_HEARTS","Background","TRUE","FALSE","sc/LoveBombBG_dl.sc","banner_bg",,
"Chronos153","TID_BATTLEBANNER_NAME_GOBLIN_KISSES","TID_BATTLEBANNER_DESC_GOBLIN_KISSES","Foreground","TRUE","FALSE","sc/RascalsFG_dl.sc","banner_fg",,
"Chronos154","TID_BATTLEBANNER_NAME_XOXO","TID_BATTLEBANNER_DESC_XOXO","Background","TRUE","FALSE","sc/RascalsBG_dl.sc","banner_bg",,
"Chronos155","TID_BATTLEBANNER_NAME_LUMBER_LOVE","TID_BATTLEBANNER_DESC_LUMBER_LOVE","Foreground","TRUE","FALSE","sc/LoverJackFG_dl.sc","banner_fg",,
"Chronos156","TID_BATTLEBANNER_NAME_CLASH_CLASSROOM","TID_BATTLEBANNER_DESC_CLASH_CLASSROOM","Background","TRUE","FALSE","sc/LoverJackBG_dl.sc","banner_bg",,
"Chronos157","TID_BATTLEBANNER_NAME_DRAGON_TRIO","TID_BATTLEBANNER_DESC_DRAGON_TRIO","Foreground","TRUE","FALSE","sc/DragonsArmyFG_dl.sc","banner_fg",,
"Chronos158","TID_BATTLEBANNER_NAME_BLUE_SKY_THINKING","TID_BATTLEBANNER_DESC_BLUE_SKY_THINKING","Background","TRUE","FALSE","sc/DragonsArmyBG_dl.sc","banner_bg",,
"Chronos159","TID_BATTLEBANNER_NAME_GOLDEN_BOY","TID_BATTLEBANNER_DESC_GOLDEN_BOY","Foreground","TRUE","FALSE","sc/GoldenManFG_dl.sc","banner_fg",,
"Chronos160","TID_BATTLEBANNER_NAME_SPRING_ARENA","TID_BATTLEBANNER_DESC_SPRING_ARENA","Background","TRUE","FALSE","sc/GoldenManBG_dl.sc","banner_bg",,
"Chronos161","TID_BATTLEBANNER_NAME_MOTHER_WHOOPS!","TID_BATTLEBANNER_DESC_MOTHER_WHOOPS!","Foreground","TRUE","FALSE","sc/MotherWitchFG_dl.sc","banner_fg",,
"Chronos162","TID_BATTLEBANNER_NAME_PURPLE_HAZE","TID_BATTLEBANNER_DESC_PURPLE_HAZE","Background","TRUE","FALSE","sc/MotherWitchBG_dl.sc","banner_bg",,
"Chronos163","TID_BATTLEBANNER_NAME_PRINCESS","TID_BATTLEBANNER_DESC_PRINCESS","Foreground","TRUE","FALSE","sc/PrincessFG_dl.sc","banner_fg",,
"Chronos164","TID_BATTLEBANNER_NAME_ARROW_PATTERN","TID_BATTLEBANNER_DESC_ARROW_PATTERN","Background","TRUE","FALSE","sc/PrincessBG_dl.sc","banner_bg",,
"Chronos165","TID_BATTLEBANNER_NAME_LOVE_ARROWS","TID_BATTLEBANNER_DESC_LOVE_ARROWS","Foreground","TRUE","FALSE","sc/LoveArrowFG_dl.sc","banner_fg",,
"Chronos166","TID_BATTLEBANNER_NAME_HEART_PATTERN","TID_BATTLEBANNER_DESC_HEART_PATTERN","Background","TRUE","FALSE","sc/LoveArrowBG_dl.sc","banner_bg",,
"Chronos167","TID_BATTLEBANNER_NAME_RAINBOW_RASCAL","TID_BATTLEBANNER_DESC_RAINBOW_RASCAL","Foreground","TRUE","FALSE","sc/ChibiPrideFG_dl.sc","banner_fg",,
"Chronos168","TID_BATTLEBANNER_NAME_CLEAR_SKIES","TID_BATTLEBANNER_DESC_CLEAR_SKIES","Background","TRUE","FALSE","sc/ChibiPrideBG_dl.sc","banner_bg",,
"Chronos169","TID_BATTLEBANNER_NAME_HEARTCHER","TID_BATTLEBANNER_DESC_HEARTCHER","Foreground","TRUE","FALSE","sc/ChibiValentineFG_dl.sc","banner_fg",,
"Chronos170","TID_BATTLEBANNER_NAME_SKY_LOVE","TID_BATTLEBANNER_DESC_SKY_LOVE","Background","TRUE","FALSE","sc/ChibiValentineBG_dl.sc","banner_bg",,
"Chronos171","TID_BATTLEBANNER_NAME_HEART-SHAPED_BOMB","TID_BATTLEBANNER_DESC_HEART-SHAPED_BOMB","Foreground","TRUE","FALSE","sc/GiantSkeletInLoveFG_dl.sc","banner_fg",,
"Chronos172","TID_BATTLEBANNER_NAME_SPARKLY_HEARTS","TID_BATTLEBANNER_DESC_SPARKLY_HEARTS","Background","TRUE","FALSE","sc/GiantSkeletInLoveBG_dl.sc","banner_bg",,
"Chronos173","TID_BATTLEBANNER_NAME_LOVESTRUCK","TID_BATTLEBANNER_DESC_LOVESTRUCK","Foreground","TRUE","FALSE","sc/LoveRiderFG_dl.sc","banner_fg",,
"Chronos174","TID_BATTLEBANNER_NAME_GOBLIN_CUPID","TID_BATTLEBANNER_DESC_GOBLIN_CUPID","Foreground","TRUE","FALSE","sc/CherublinsFG_dl.sc","banner_fg",,
"Chronos175","TID_BATTLEBANNER_NAME_BIRTHDAY_BARBARIAN","TID_BATTLEBANNER_DESC_BIRTHDAY_BARBARIAN","Foreground","TRUE","FALSE","sc/BarbarianSurpriseFG_dl.sc","banner_fg",,
"Chronos176","TID_BATTLEBANNER_NAME_BIRTHDAY_BANNER","TID_BATTLEBANNER_DESC_BIRTHDAY_BANNER","Background","TRUE","FALSE","sc/BarbarianSurpriseBG_dl.sc","banner_bg",,
"Chronos177","TID_BATTLEBANNER_NAME_BIRTHDAY_GOBLINS","TID_BATTLEBANNER_DESC_BIRTHDAY_GOBLINS","Foreground","TRUE","FALSE","sc/GoblinPartyFG_dl.sc","banner_fg",,
"Chronos178","TID_BATTLEBANNER_NAME_BIRTHDAY_BATTLE","TID_BATTLEBANNER_DESC_BIRTHDAY_BATTLE","Background","TRUE","FALSE","sc/GoblinPartyBG_dl.sc","banner_bg",,
"Chronos179","TID_BATTLEBANNER_NAME_PARTY_WIZARD","TID_BATTLEBANNER_DESC_PARTY_WIZARD","Foreground","TRUE","FALSE","sc/WizardFG_dl.sc","banner_fg",,
"Chronos180","TID_BATTLEBANNER_NAME_GOBLIN_DANCE_MUSIC","TID_BATTLEBANNER_DESC_GOBLIN_DANCE_MUSIC","Background","TRUE","FALSE","sc/WizardBG_dl.sc","banner_bg",,
"Chronos181","TID_BATTLEBANNER_NAME_GONE_FISHIN","TID_BATTLEBANNER_DESC_GONE_FISHIN","Foreground","TRUE","FALSE","sc/FishermanFishFG_dl.sc","banner_fg",,
"Chronos182","TID_BATTLEBANNER_NAME_WICKED_WAVES","TID_BATTLEBANNER_DESC_WICKED_WAVES","Background","TRUE","FALSE","sc/FishermanFishBG_dl.sc","banner_bg",,
"Chronos183","TID_BATTLEBANNER_NAME_ELECTRO_SPIRIT","TID_BATTLEBANNER_DESC_ELECTRO_SPIRIT","Foreground","TRUE","FALSE","sc/ElectroSpiritFG_dl.sc","banner_fg",,
"Chronos184","TID_BATTLEBANNER_NAME_RIDE_THE_LIGHTNING","TID_BATTLEBANNER_DESC_RIDE_THE_LIGHTNING","Background","TRUE","FALSE","sc/ElectroSpiritBG_dl.sc","banner_bg",,
"Chronos185","TID_BATTLEBANNER_NAME_CANNON","TID_BATTLEBANNER_DESC_CANNON","Foreground","TRUE","FALSE","sc/CannonFG_dl.sc","banner_fg",,
"Chronos186","TID_BATTLEBANNER_NAME_BOMBED_BATTLEFIELD","TID_BATTLEBANNER_DESC_BOMBED_BATTLEFIELD","Background","TRUE","FALSE","sc/CannonBG_dl.sc","banner_bg",,
"Chronos187","TID_BATTLEBANNER_NAME_LUMBERJACK","TID_BATTLEBANNER_DESC_LUMBERJACK","Foreground","TRUE","FALSE","sc/LumberJackT3FG_dl.sc","banner_fg",,
"Chronos188","TID_BATTLEBANNER_NAME_ELIXIR_LEAK","TID_BATTLEBANNER_DESC_ELIXIR_LEAK","Background","TRUE","FALSE","sc/LumberJackT3BG_dl.sc","banner_bg",,
"Chronos189","TID_BATTLEBANNER_NAME_BARBARIAN_RIDE","TID_BATTLEBANNER_DESC_BARBARIAN_RIDE","Foreground","TRUE","FALSE","sc/SwordBarbarianFG_dl.sc","banner_fg",,
"Chronos190","TID_BATTLEBANNER_NAME_CROSSED_SWORDS","TID_BATTLEBANNER_DESC_CROSSED_SWORDS","Background","TRUE","FALSE","sc/SwordBarbarianBG_dl.sc","banner_bg",,
"Chronos191","TID_BATTLEBANNER_NAME_PARTY_GOBLINS","TID_BATTLEBANNER_DESC_PARTY_GOBLINS","Foreground","TRUE","FALSE","sc/ChibiPartyGoblinPartyFG_dl.sc","banner_fg",,
"Chronos192","TID_BATTLEBANNER_NAME_DISCO_BALL","TID_BATTLEBANNER_DESC_DISCO_BALL","Background","TRUE","FALSE","sc/ChibiPartyGoblinPartyBG_dl.sc","banner_bg",,
"Chronos193","TID_BATTLEBANNER_NAME_G-BOY","TID_BATTLEBANNER_DESC_G-BOY","Foreground","TRUE","FALSE","sc/ChibiPartyGoblinDanceFG_dl.sc","banner_fg",,
"Chronos194","TID_BATTLEBANNER_NAME_DANCEFLOOR","TID_BATTLEBANNER_DESC_DANCEFLOOR","Background","TRUE","FALSE","sc/ChibiPartyGoblinDanceBG_dl.sc","banner_bg",,
"Chronos195","TID_BATTLEBANNER_NAME_RASCAL_BUFFET","TID_BATTLEBANNER_DESC_RASCAL_BUFFET","Foreground","TRUE","FALSE","sc/BanditCakePartyFG_dl.sc","banner_fg",,
"Chronos196","TID_BATTLEBANNER_NAME_PRESENT_PLAINS","TID_BATTLEBANNER_DESC_PRESENT_PLAINS","Background","TRUE","FALSE","sc/BanditCakePartyBG_dl.sc","banner_bg",,
"Chronos197","TID_BATTLEBANNER_NAME_BIRTHDAY_BABY","TID_BATTLEBANNER_DESC_BIRTHDAY_BABY","Foreground","TRUE","FALSE","sc/DragonPartyFG_dl.sc","banner_fg",,
"Chronos198","TID_BATTLEBANNER_NAME_CELEBRATION_CAMP","TID_BATTLEBANNER_DESC_CELEBRATION_CAMP","Background","TRUE","FALSE","sc/DragonPartyBG_dl.sc","banner_bg",,
"Chronos199","TID_BATTLEBANNER_NAME_GIFT_BRINGERS","TID_BATTLEBANNER_DESC_GIFT_BRINGERS","Foreground","TRUE","FALSE","sc/MinionsGiftFG_dl.sc","banner_fg",,
"Chronos200","TID_BATTLEBANNER_NAME_GIFTSPLOSION","TID_BATTLEBANNER_DESC_GIFTSPLOSION","Background","TRUE","FALSE","sc/MinionsGiftBG_dl.sc","banner_bg",,
"Chronos201","TID_BATTLEBANNER_NAME_GOBLIN_BOUNCER","TID_BATTLEBANNER_DESC_GOBLIN_BOUNCER","Foreground","TRUE","FALSE","sc/BouncerFG_dl.sc","banner_fg",,
"Chronos202","TID_BATTLEBANNER_NAME_GOBLIN_RAVERS","TID_BATTLEBANNER_DESC_GOBLIN_RAVERS","Background","TRUE","FALSE","sc/BouncerBG_dl.sc","banner_bg",,
"Chronos203","TID_BATTLEBANNER_NAME_PARTY_GOBLIN","TID_BATTLEBANNER_DESC_PARTY_GOBLIN","Foreground","TRUE","FALSE","sc/PartySoulGoblinFG_dl.sc","banner_fg",,
"Chronos204","TID_BATTLEBANNER_NAME_SHOOTING_STARS","TID_BATTLEBANNER_DESC_SHOOTING_STARS","Background","TRUE","FALSE","sc/PartySoulGoblinBG_dl.sc","banner_bg",,
"Chronos205","TID_BATTLEBANNER_NAME_DANCE-OFF","TID_BATTLEBANNER_DESC_DANCE-OFF","Foreground","TRUE","FALSE","sc/DancingFeverGoblinFG_dl.sc","banner_fg",,
"Chronos206","TID_BATTLEBANNER_NAME_PARTY_PALMS","TID_BATTLEBANNER_DESC_PARTY_PALMS","Background","TRUE","FALSE","sc/DancingFeverGoblinBG_dl.sc","banner_bg",,
"Chronos207","TID_BATTLEBANNER_NAME_REFRESCANTE","TID_BATTLEBANNER_DESC_REFRESCANTE","Foreground","TRUE","FALSE","sc/ElClaiscoKingRedFG_dl.sc","banner_fg",,
"Chronos208","TID_BATTLEBANNER_NAME_EL_CLASHICO_RED","TID_BATTLEBANNER_DESC_EL_CLASHICO_RED","Background","TRUE","FALSE","sc/ElClaiscoKingRedBG_dl.sc","banner_bg",,
"Chronos209","TID_BATTLEBANNER_NAME_CEST_MAGNIFIQUE","TID_BATTLEBANNER_DESC_CEST_MAGNIFIQUE","Foreground","TRUE","FALSE","sc/ElClaiscoKingBlueFG_dl.sc","banner_fg",,
"Chronos210","TID_BATTLEBANNER_NAME_EL_CLASHICO_BLUE","TID_BATTLEBANNER_DESC_EL_CLASHICO_BLUE","Background","TRUE","FALSE","sc/ElClaiscoKingBlueBG_dl.sc","banner_bg",,
"Chronos211","TID_BATTLEBANNER_NAME_BAD_DIRECTIONS","TID_BATTLEBANNER_DESC_BAD_DIRECTIONS","Foreground","TRUE","FALSE","sc/OrientationRaceGoblinFG_dl.sc","banner_fg",,
"Chronos212","TID_BATTLEBANNER_NAME_MYSTERY_CHEST","TID_BATTLEBANNER_DESC_MYSTERY_CHEST","Background","TRUE","FALSE","sc/OrientationRaceGoblinBG_dl.sc","banner_bg",,
"Chronos213","TID_BATTLEBANNER_NAME_HEAVE_HO","TID_BATTLEBANNER_DESC_HEAVE_HO","Foreground","TRUE","FALSE","sc/RopeContestFG_dl.sc","banner_fg",,
"Chronos214","TID_BATTLEBANNER_NAME_RUSHING_LIGHTS","TID_BATTLEBANNER_DESC_RUSHING_LIGHTS","Background","TRUE","FALSE","sc/RopeContestBG_dl.sc","banner_bg",,
"Chronos215","TID_BATTLEBANNER_NAME_SWORD_THROW","TID_BATTLEBANNER_DESC_SWORD_THROW","Foreground","TRUE","FALSE","sc/BulleyeBarbarianFG_dl.sc","banner_fg",,
"Chronos216","TID_BATTLEBANNER_NAME_TRAINING_GROUND","TID_BATTLEBANNER_DESC_TRAINING_GROUND","Background","TRUE","FALSE","sc/BulleyeBarbarianBG_dl.sc","banner_bg",,
"Chronos217","TID_BATTLEBANNER_NAME_OOH_SHINY","TID_BATTLEBANNER_DESC_OOH_SHINY","Foreground","TRUE","FALSE","sc/GoblinExplorerFG_dl.sc","banner_fg",,
"Chronos218","TID_BATTLEBANNER_NAME_WELCOME_TO_THE_JUNGLE","TID_BATTLEBANNER_DESC_WELCOME_TO_THE_JUNGLE","Background","TRUE","FALSE","sc/GoblinExplorerBG_dl.sc","banner_bg",,
"Chronos219","TID_BATTLEBANNER_NAME_NIGHT_WITCH","TID_BATTLEBANNER_DESC_NIGHT_WITCH","Foreground","TRUE","FALSE","sc/NightWitchFG_dl.sc","banner_fg",,
"Chronos220","TID_BATTLEBANNER_NAME_CREEPY_CASTLE","TID_BATTLEBANNER_DESC_CREEPY_CASTLE","Background","TRUE","FALSE","sc/NightWitchBG_dl.sc","banner_bg",,
"Chronos221","TID_BATTLEBANNER_NAME_GHOSTLY_ROYAL","TID_BATTLEBANNER_DESC_GHOSTLY_ROYAL","Foreground","TRUE","FALSE","sc/RoyalGhostFG_dl.sc","banner_fg",,
"Chronos222","TID_BATTLEBANNER_NAME_EXPLOSIVE_ENVIRONMENT","TID_BATTLEBANNER_DESC_EXPLOSIVE_ENVIRONMENT","Background","TRUE","FALSE","sc/RoyalGhostBG_dl.sc","banner_bg",,
"Chronos223","TID_BATTLEBANNER_NAME_ARCHER","TID_BATTLEBANNER_DESC_ARCHER","Foreground","TRUE","FALSE","sc/ArcherFG_dl.sc","banner_fg",,
"Chronos224","TID_BATTLEBANNER_NAME_TARGET_FRAME","TID_BATTLEBANNER_DESC_TARGET_FRAME","Background","TRUE","FALSE","sc/ArcherBG_dl.sc","banner_bg",,
"Chronos225","TID_BATTLEBANNER_NAME_MUSKETEER","TID_BATTLEBANNER_DESC_MUSKETEER","Foreground","TRUE","FALSE","sc/MusketeerFG_dl.sc","banner_fg",,
"Chronos226","TID_BATTLEBANNER_NAME_MUSKET_FRAME","TID_BATTLEBANNER_DESC_MUSKET_FRAME","Background","TRUE","FALSE","sc/MusketeerBG_dl.sc","banner_bg",,
"Chronos227","TID_BATTLEBANNER_NAME_VALK_SMASH","TID_BATTLEBANNER_DESC_VALK_SMASH","Foreground","TRUE","FALSE","sc/ValkyrieEasterFG_dl.sc","banner_fg",,
"Chronos228","TID_BATTLEBANNER_NAME_SPRING_FIELD","TID_BATTLEBANNER_DESC_SPRING_FIELD","Background","TRUE","FALSE","sc/ValkyrieEasterBG_dl.sc","banner_bg",,
"Chronos229","TID_BATTLEBANNER_NAME_ELECTRO_BUNNY","TID_BATTLEBANNER_DESC_ELECTRO_BUNNY","Foreground","TRUE","FALSE","sc/ChibiEasterFG_dl.sc","banner_fg",,
"Chronos230","TID_BATTLEBANNER_NAME_EGG_HUNT","TID_BATTLEBANNER_DESC_EGG_HUNT","Background","TRUE","FALSE","sc/ChibiEasterBG_dl.sc","banner_bg",,
"Chronos231","TID_BATTLEBANNER_NAME_ELECTRO_EGGS","TID_BATTLEBANNER_DESC_ELECTRO_EGGS","Foreground","TRUE","FALSE","sc/EasterSurpriseFG_dl.sc","banner_fg",,
"Chronos232","TID_BATTLEBANNER_NAME_FLOWERY_HILLS","TID_BATTLEBANNER_DESC_FLOWERY_HILLS","Background","TRUE","FALSE","sc/EasterSurpriseBG_dl.sc","banner_bg",,
"Chronos233","TID_BATTLEBANNER_NAME_WHOS_THERE?","TID_BATTLEBANNER_DESC_WHOS_THERE?","Foreground","TRUE","FALSE","sc/ChibiBootCampSuspiciousFG_dl.sc","banner_fg",,
"Chronos234","TID_BATTLEBANNER_NAME_RIVERSIDE","TID_BATTLEBANNER_DESC_RIVERSIDE","Background","TRUE","FALSE","sc/ChibiBootCampSuspiciousBG_dl.sc","banner_bg",,
"Chronos235","TID_BATTLEBANNER_NAME_SIMPLE_SHOT","TID_BATTLEBANNER_DESC_SIMPLE_SHOT","Foreground","TRUE","FALSE","sc/ChibiBootCampProudFG_dl.sc","banner_fg",,
